,project,product,groupid,pushid,graph_date,origin,totalcost,tier23_cost,taskcount,tier23_taskcount
215,autoland,firefox,A8Q3mz6ZQ7GLOmhELR0_nA,72292,1541405801,push,60.01,4.75,1942,154
216,autoland,firefox,ZXqUiBHQQJe1N687LSOSug,72293,1541409793,push,61.28,4.87,1897,154
217,autoland,firefox,H10xmNlOQvqVa-Hs64MccQ,72294,1541409832,push,14.93,3.16,247,36
218,autoland,firefox,JPWOJxj3Qtq9WyjK-qYBJg,72295,1541409981,push,58.74,4.46,1860,119
219,autoland,firefox,IWg_XMD0RXSOD0kMN-WDMQ,72297,1541410048,push,14.96,3.17,247,36
220,autoland,firefox,aQ9bazdDQkOWtzs1HZ2BIw,72299,1541410315,push,15.63,3.42,250,36
221,autoland,firefox,O1a4w7ZiRqSykVtD8Aqt5w,72300,1541410605,push,58.2,4.55,1863,119
222,autoland,firefox,OhGdo8LRSGec6brJ6gTGZw,72301,1541411541,push,14.25,2.94,250,36
223,autoland,firefox,PpDiO55cQmGvw0i1T9UYmQ,72302,1541411748,push,18.73,3.23,273,40
224,autoland,firefox,FUYePObaQcC2XpwyExVNrA,72303,1541414439,push,19.45,3.42,269,38
225,autoland,firefox,PRGNVTvZR7CEjp-eONKZdg,72304,1541414574,push,15.44,3.15,247,36
226,autoland,firefox,A9mkhEkOTqOtZJD2Qblyuw,72305,1541414778,push,60.17,4.22,1869,119
227,autoland,firefox,ZQJpq0jxSUuW8_QfnDCR7Q,72306,1541415196,push,15.79,3.76,291,72
228,autoland,firefox,Y9Y-RMiCRMOA64RUIN_46A,72307,1541415278,push,8.25,0.24,84,11
229,autoland,firefox,drM2Nx0hRRar0hdoMF7-6w,72308,1541415335,push,8.85,0.87,123,47
230,autoland,firefox,DrKC4czORvK6kY8Qe2KnsQ,72309,1541415373,push,17.82,2.92,271,38
231,autoland,firefox,Lo7QalqxTbK_6uRpvO_Sog,72311,1541418440,push,14.74,2.98,247,36
232,autoland,firefox,ZmamzUVLRO6HV9meOqnSMg,72312,1541419685,push,8.87,1.04,125,47
